Program;Year;Period;Week Ending;Geo Level;State;State ISO;Commodity;Data Item;Domain;Domain Category;Value; Value in Kg per Acre
SURVEY;2015;YEAR;;STATE;OHIO;OH;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,900;6759
SURVEY;2015;YEAR;;STATE;OREGON;OR;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;25,100;11385
SURVEY;2015;YEAR;;STATE;PENNSYLVANIA;PA;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;26,000;11793
SURVEY;2015;YEAR;;STATE;RHODE ISLAND;RI;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,400;4717
SURVEY;2015;YEAR;;STATE;TENNESSEE;TN;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,080;3211
SURVEY;2015;YEAR;;STATE;UTAH;UT;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12,500;5670
SURVEY;2015;YEAR;;STATE;VERMONT;VT;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21,300;9662
SURVEY;2015;YEAR;;STATE;VIRGINIA;VA;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;19,100;8664
SURVEY;2015;YEAR;;STATE;WASHINGTON;WA;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;36,800;16692
SURVEY;2015;YEAR;;STATE;WEST VIRGINIA;WV;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;20,500;9299
SURVEY;2015;YEAR;;STATE;WISCONSIN;WI;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12,900;5851
;2015;YEAR;;STATE;Total;TO;;;;;;230229
SURVEY;2016;YEAR;;STATE;ARIZONA;AZ;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7006;3178
SURVEY;2016;YEAR;;STATE;CALIFORNIA;CA;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;18,200;8255
SURVEY;2016;YEAR;;STATE;COLORADO;CO;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;6834;3100
SURVEY;2016;YEAR;;STATE;CONNECTICUT;CT;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,170;3252
SURVEY;2016;YEAR;;STATE;IDAHO;ID;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;25,100;11385
SURVEY;2016;YEAR;;STATE;ILLINOIS;IL;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;11,000;4990
SURVEY;2016;YEAR;;STATE;INDIANA;IN;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21919;9942
SURVEY;2016;YEAR;;STATE;IOWA;IA;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5731;2600
SURVEY;2016;YEAR;;STATE;MAINE;ME;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12,600;5715
SURVEY;2016;YEAR;;STATE;MARYLAND;MD;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;22,600;10251
SURVEY;2016;YEAR;;STATE;MASSACHUSETTS;MA;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,000;4536
SURVEY;2016;YEAR;;STATE;MICHIGAN;MI;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;38,600;17509
SURVEY;2016;YEAR;;STATE;MINNESOTA;MN;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,410;3361
SURVEY;2016;YEAR;;STATE;MISSOURI;MO;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;30988;14056
SURVEY;2016;YEAR;;STATE;NEW JERSEY;NJ;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,500;6577
SURVEY;2016;YEAR;;STATE;NEW YORK;NY;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;29,100;13200
SURVEY;2016;YEAR;;STATE;NORTH CAROLINA;NC;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;20,400;9253
SURVEY;2016;YEAR;;STATE;OHIO;OH;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,500;4763
SURVEY;2016;YEAR;;STATE;OREGON;OR;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;39,100;17735
SURVEY;2016;YEAR;;STATE;PENNSYLVANIA;PA;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;23,400;10614
SURVEY;2016;YEAR;;STATE;TENNESSEE;TN;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,743;3512
SURVEY;2016;YEAR;;STATE;UTAH;UT;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14239;6459
SURVEY;2016;YEAR;;STATE;VERMONT;VT;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;15,800;7167
SURVEY;2016;YEAR;;STATE;VIRGINIA;VA;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,500;7938
SURVEY;2016;YEAR;;STATE;WASHINGTON;WA;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;44,400;20140
SURVEY;2016;YEAR;;STATE;WEST VIRGINIA;WV;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,400;7893
SURVEY;2016;YEAR;;STATE;WISCONSIN;WI;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,300;4672
;2016;YEAR;;STATE;Total;TO;;;;;;458133
