Program;Year;Period;Week Ending;Geo Level;State;State ISO;State ANSI;Ag District;Ag District Code;County;County ANSI;Zip Code;Region;watershed_code;Watershed;Commodity;Data Item;Domain;Domain Category;Value;Value in Kg per Acre;CV (%)
SURVEY;2014;YEAR;;STATE;UTAH;UT;49;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;5;227;
SURVEY;2015;YEAR;;STATE;UTAH;UT;49;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;3;136;
SURVEY;2016;YEAR;;STATE;UTAH;UT;49;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;4.3;195;
SURVEY;2010;YEAR;;STATE;VIRGINIA;VA;51;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;6.21;282;
SURVEY;2011;YEAR;;STATE;VIRGINIA;VA;51;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;6.5;295;
SURVEY;2012;YEAR;;STATE;VIRGINIA;VA;51;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;6.5;295;
SURVEY;2013;YEAR;;STATE;VIRGINIA;VA;51;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;6.45;293;
SURVEY;2014;YEAR;;STATE;VIRGINIA;VA;51;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;4.42;200;
SURVEY;2015;YEAR;;STATE;VIRGINIA;VA;51;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;4.27;194;
SURVEY;2016;YEAR;;STATE;VIRGINIA;VA;51;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;3.25;147;
SURVEY;2010;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;6.09;276;
SURVEY;2011;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;5.74;260;
SURVEY;2012;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;5.42;246;
SURVEY;2013;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;5.46;248;
SURVEY;2014;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;5.21;236;
SURVEY;2015;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;5.84;265;
SURVEY;2016;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;5.97;271;
SURVEY;2010;YEAR;;STATE;WEST VIRGINIA;WV;54;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;5.58;253;
SURVEY;2011;YEAR;;STATE;WEST VIRGINIA;WV;54;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;6;272;
SURVEY;2012;YEAR;;STATE;WEST VIRGINIA;WV;54;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;5.6;254;
SURVEY;2013;YEAR;;STATE;WEST VIRGINIA;WV;54;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;6;272;
SURVEY;2014;YEAR;;STATE;WEST VIRGINIA;WV;54;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;5.64;256;
SURVEY;2015;YEAR;;STATE;WEST VIRGINIA;WV;54;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;6.11;277;
SURVEY;2016;YEAR;;STATE;WEST VIRGINIA;WV;54;;;;;;;0;;PEACHES;PEACHES - YIELD, MEASURED IN TONS / ACRE;TOTAL;NOT SPECIFIED;3.68;167;
